hs6,sic87dd,share,weights_method
220890,2084,.15220441,"trade-based"
220890,2085,.84779561,"trade-based"
220900,2099,1,"no weights needed"
230110,2077,1,"no weights needed"
230120,2077,1,"no weights needed"
230210,2041,1,"no weights needed"
230220,2044,1,"no weights needed"
230230,2041,1,"no weights needed"
230240,2041,1,"no weights needed"
230250,2041,1,"no weights needed"
230310,2046,1,"no weights needed"
230320,2062,1,"no weights needed"
230330,2082,1,"no weights needed"
230400,2075,1,"no weights needed"
230500,2076,1,"no weights needed"
230610,2074,1,"no weights needed"
230620,2076,1,"no weights needed"
230630,2076,1,"no weights needed"
230640,2076,1,"no weights needed"
230641,2076,1,"no weights needed"
230649,2076,1,"no weights needed"
230650,2076,1,"no weights needed"
230660,2076,1,"no weights needed"
230670,2046,1,"no weights needed"
230690,2046,.26478395,"trade-based"
230690,2076,.73521608,"trade-based"
230700,2084,1,"no weights needed"
230800,2048,1,"no weights needed"
230810,831,1,"no weights needed"
230890,2037,.021666456,"trade-based"
230890,2048,.96239555,"trade-based"
230890,2076,.01593799,"trade-based"
230910,2047,1,"no weights needed"
230990,2023,.0051386966,"trade-based"
230990,2048,.9948613,"trade-based"
240110,132,1,"no weights needed"
240120,132,1,"no weights needed"
240130,132,1,"no weights needed"
240210,2121,1,"no weights needed"
240220,2111,1,"no weights needed"
240290,2111,1,"no weights needed"
240310,2131,1,"no weights needed"
240391,2141,1,"no weights needed"
240399,2131,1,"no weights needed"
250100,1479,1,"no weights needed"
250200,1479,1,"no weights needed"
250300,1479,.86746424,"trade-based"
250300,2819,.13253576,"trade-based"
250310,1479,1,"no weights needed"
250390,2819,1,"no weights needed"
250410,3295,1,"no weights needed"
250490,3295,1,"no weights needed"
250510,1446,1,"no weights needed"
250590,1446,1,"no weights needed"
250610,1411,1,"no weights needed"
250621,1411,1,"no weights needed"
250629,1411,1,"no weights needed"
250700,1455,1,"no weights needed"
250810,1459,1,"no weights needed"
250820,1459,1,"no weights needed"
250830,1459,1,"no weights needed"
250840,1459,1,"no weights needed"
250850,1459,1,"no weights needed"
250860,1459,1,"no weights needed"
250870,1459,1,"no weights needed"
250900,1429,1,"no weights needed"
251010,1475,1,"no weights needed"
251020,1475,1,"no weights needed"
251110,1479,1,"no weights needed"
251120,1479,1,"no weights needed"
251200,1499,1,"no weights needed"
251311,1499,1,"no weights needed"
251319,1499,1,"no weights needed"
251320,1499,1,"no weights needed"
251321,1499,1,"no weights needed"
251329,1499,1,"no weights needed"
251400,1411,1,"no weights needed"
251511,1411,1,"no weights needed"
251512,1411,1,"no weights needed"
251520,1411,1,"no weights needed"
251611,1411,1,"no weights needed"
251612,1411,1,"no weights needed"
251621,1411,1,"no weights needed"
251622,1411,1,"no weights needed"
251690,1411,1,"no weights needed"
251710,1429,.80007702,"trade-based"
251710,1446,.19992296,"trade-based"
251720,1499,1,"no weights needed"
251730,1499,1,"no weights needed"
251741,1429,1,"no weights needed"
251749,1429,1,"no weights needed"
251810,1429,1,"no weights needed"
251820,3274,1,"no weights needed"
251830,3295,1,"no weights needed"
251910,1459,1,"no weights needed"
251990,3295,1,"no weights needed"
252010,1499,1,"no weights needed"
252020,3275,1,"no weights needed"
252100,1429,1,"no weights needed"
252210,3274,1,"no weights needed"
252220,3274,1,"no weights needed"
252230,3241,1,"no weights needed"
252310,3241,1,"no weights needed"
252321,3241,1,"no weights needed"
252329,3241,1,"no weights needed"
252330,3241,1,"no weights needed"
252390,3241,1,"no weights needed"
252400,1499,1,"no weights needed"
252510,1499,1,"no weights needed"
252520,1499,1,"no weights needed"
252530,9100,1,"no weights needed"
252610,1499,1,"no weights needed"
252620,1499,1,"no weights needed"
252700,1499,1,"no weights needed"
252810,1474,1,"no weights needed"
252890,1474,1,"no weights needed"
252910,1459,1,"no weights needed"
252921,1479,1,"no weights needed"
252922,1479,1,"no weights needed"
252930,1459,1,"no weights needed"
253010,1499,1,"no weights needed"
253020,1499,1,"no weights needed"
253030,1479,.24637243,"trade-based"
253030,1499,.75362754,"trade-based"
253040,1479,1,"no weights needed"
253090,1479,.028140951,"trade-based"
253090,1499,.97185904,"trade-based"
260111,1011,1,"no weights needed"
260112,1011,1,"no weights needed"
260120,3295,1,"no weights needed"
260200,1061,1,"no weights needed"
260300,1021,1,"no weights needed"
260400,1061,1,"no weights needed"
260500,1061,1,"no weights needed"
260600,1099,1,"no weights needed"
260700,1031,1,"no weights needed"
260800,1031,1,"no weights needed"
260900,1099,1,"no weights needed"
261000,1061,1,"no weights needed"
261100,1061,1,"no weights needed"
261210,1094,1,"no weights needed"
261220,1099,1,"no weights needed"
261310,1061,1,"no weights needed"
261390,1061,1,"no weights needed"
261400,1099,1,"no weights needed"
261510,1099,1,"no weights needed"
261590,1061,.99678475,"trade-based"
261590,1094,.0032152403,"trade-based"
261610,1044,1,"no weights needed"
261690,1041,1,"no weights needed"
261710,1099,1,"no weights needed"
261790,1099,1,"no weights needed"
261800,3312,1,"no weights needed"
261900,3312,1,"no weights needed"
262011,3339,1,"no weights needed"
262019,3339,1,"no weights needed"
262020,3339,1,"no weights needed"
262021,3339,1,"no weights needed"
262029,3339,1,"no weights needed"
262030,3331,.12366685,"trade-based"
262030,3339,.87633318,"trade-based"
262040,3334,1,"no weights needed"
262050,3339,1,"no weights needed"
262060,3339,1,"no weights needed"
262090,3339,1,"no weights needed"
262091,3339,1,"no weights needed"
262099,3339,1,"no weights needed"
262100,9100,1,"no weights needed"
262110,9100,1,"no weights needed"
262190,9100,1,"no weights needed"
270111,1231,1,"no weights needed"
270112,1221,1,"no weights needed"
270119,1221,1,"no weights needed"
270120,2999,1,"no weights needed"
270210,1221,1,"no weights needed"
270220,1221,1,"no weights needed"
270300,1499,1,"no weights needed"
270400,3312,1,"no weights needed"
270500,3312,1,"no weights needed"
270600,3312,1,"no weights needed"
270710,2865,1,"no weights needed"
270720,2865,1,"no weights needed"
270730,2865,1,"no weights needed"
270740,2865,1,"no weights needed"
270750,2865,1,"no weights needed"
270760,2865,1,"no weights needed"
270791,2865,1,"no weights needed"
270799,2865,.49538079,"trade-based"
270799,2911,.50461918,"trade-based"
270810,2865,1,"no weights needed"
270820,2865,1,"no weights needed"
270900,1311,.98117936,"trade-based"
270900,1321,.018820643,"trade-based"
271000,1321,.096203491,"trade-based"
271000,2911,.90379649,"trade-based"
271011,2911,.99952394,"trade-based"
271011,2992,.00047606512,"trade-based"
271019,2911,.97324067,"trade-based"
271019,2992,.026759325,"trade-based"
271091,2911,1,"no weights needed"
271099,2911,1,"no weights needed"
271111,1311,1,"no weights needed"
271112,1321,1,"no weights needed"
271113,1321,1,"no weights needed"
271114,2869,.4837243,"trade-based"
271114,2911,.5162757,"trade-based"
271119,1321,1,"no weights needed"
271121,1311,1,"no weights needed"
271129,1321,1,"no weights needed"
271210,2911,1,"no weights needed"
271220,2999,1,"no weights needed"
271290,2999,1,"no weights needed"
271311,2911,1,"no weights needed"
271312,2999,1,"no weights needed"
271320,2911,1,"no weights needed"
271390,2911,1,"no weights needed"
271410,1499,1,"no weights needed"
271490,1499,1,"no weights needed"
271500,2951,1,"no weights needed"
271600,9900,1,"no weights needed"
280110,2812,1,"no weights needed"
280120,2819,1,"no weights needed"
280130,2819,1,"no weights needed"
280200,2819,1,"no weights needed"
280300,2819,.16244978,"trade-based"
280300,2895,.83755022,"trade-based"
280410,2813,1,"no weights needed"
280421,2813,1,"no weights needed"
280429,2813,1,"no weights needed"
280430,2813,1,"no weights needed"
280440,2813,1,"no weights needed"
280450,2819,1,"trade-based"
280461,3339,1,"no weights needed"
280469,3339,1,"no weights needed"
280470,2819,1,"no weights needed"
280480,2819,1,"no weights needed"
280490,3339,1,"no weights needed"
280511,2819,1,"no weights needed"
280512,2819,1,"no weights needed"
280519,2819,1,"no weights needed"
280521,2819,1,"no weights needed"
280522,2819,1,"no weights needed"
280530,2819,1,"no weights needed"
280540,2819,1,"no weights needed"
280610,2819,1,"no weights needed"
280620,2819,1,"no weights needed"
280700,2819,1,"no weights needed"
280800,2873,1,"no weights needed"
280910,2819,1,"no weights needed"
280920,2874,1,"no weights needed"
281000,2819,1,"no weights needed"
281111,2819,1,"no weights needed"
281119,2819,1,"no weights needed"
281121,2813,1,"no weights needed"
281122,2819,1,"no weights needed"
281123,2819,1,"no weights needed"
281129,2819,1,"no weights needed"
281210,2819,1,"no weights needed"
281290,2819,1,"no weights needed"
281310,2819,1,"no weights needed"
281390,2819,1,"no weights needed"
281410,2819,1,"no weights needed"
281420,2819,1,"no weights needed"
281511,2812,1,"no weights needed"
281512,2812,1,"no weights needed"
281520,2812,1,"no weights needed"
281530,2819,1,"no weights needed"
281610,2819,1,"no weights needed"
281620,2819,1,"no weights needed"
281630,2819,1,"no weights needed"
281640,2819,1,"no weights needed"
281700,2819,1,"no weights needed"
281810,3291,1,"no weights needed"
281820,2819,1,"no weights needed"
281830,2819,1,"no weights needed"
281910,2819,1,"no weights needed"
281990,2819,1,"no weights needed"
282010,2819,1,"no weights needed"
282090,2819,1,"no weights needed"
282110,2816,.8596403,"trade-based"
282110,2819,.1403597,"trade-based"
282120,2816,1,"no weights needed"
282200,2819,1,"no weights needed"
282300,2819,1,"no weights needed"
282410,2816,1,"no weights needed"
282420,2816,1,"no weights needed"
282490,2816,1,"no weights needed"
282510,2819,1,"no weights needed"
282520,2819,1,"no weights needed"
282530,2819,1,"no weights needed"
282540,2819,1,"no weights needed"
282550,2819,1,"no weights needed"
282560,2819,1,"no weights needed"
282570,2819,1,"no weights needed"
282580,2816,1,"no weights needed"
282590,2819,1,"no weights needed"
282611,2819,1,"no weights needed"
282612,2819,1,"no weights needed"
282619,2819,1,"no weights needed"
282620,2819,1,"no weights needed"
282630,2819,1,"no weights needed"
282690,2819,1,"no weights needed"
282710,2819,1,"no weights needed"
282720,2819,1,"no weights needed"
282731,2819,1,"no weights needed"
282732,2819,1,"no weights needed"
282733,2819,1,"no weights needed"
282734,2819,1,"no weights needed"
282735,2819,1,"no weights needed"
282736,2819,1,"no weights needed"
282737,2819,1,"no weights needed"
282738,2819,1,"no weights needed"
282739,2819,1,"no weights needed"
282741,2819,1,"no weights needed"
282749,2819,1,"no weights needed"
282751,2819,1,"no weights needed"
282759,2819,1,"no weights needed"
282760,2819,1,"no weights needed"
282810,2819,1,"no weights needed"
282890,2819,1,"no weights needed"
282911,2819,1,"no weights needed"
282919,2819,1,"no weights needed"
282990,2819,1,"no weights needed"
283010,2819,1,"no weights needed"
283020,2819,1,"no weights needed"
283030,2819,1,"no weights needed"
283090,2819,1,"no weights needed"
283110,2819,1,"no weights needed"
283190,2819,1,"no weights needed"
283210,2819,1,"no weights needed"
283220,2819,1,"no weights needed"
283230,2819,1,"no weights needed"
283311,2819,1,"no weights needed"
283319,2819,1,"no weights needed"
283321,2819,1,"no weights needed"
283322,2819,1,"no weights needed"
283323,2819,1,"no weights needed"
283324,2819,1,"no weights needed"
283325,2819,1,"no weights needed"
283326,2819,1,"no weights needed"
283327,2819,1,"no weights needed"
283329,2819,1,"no weights needed"
283330,2819,1,"no weights needed"
283340,2819,1,"no weights needed"
283410,2819,1,"no weights needed"
283421,2819,1,"no weights needed"
283422,2819,1,"no weights needed"
283429,2819,1,"no weights needed"
283510,2819,1,"no weights needed"
283521,2874,1,"no weights needed"
283522,2819,1,"no weights needed"
283523,2819,1,"no weights needed"
283524,2819,1,"no weights needed"
283525,2819,1,"no weights needed"
283526,2819,1,"no weights needed"
283529,2819,.98970127,"trade-based"
283529,2874,.010298706,"trade-based"
283531,2819,1,"no weights needed"
283539,2819,1,"no weights needed"
283610,2873,1,"no weights needed"
283620,2812,1,"no weights needed"
283630,2812,1,"no weights needed"
283640,2812,1,"no weights needed"
283650,2819,1,"no weights needed"
283660,2819,1,"no weights needed"
283670,2819,1,"no weights needed"
283691,2819,1,"no weights needed"
283692,2819,1,"no weights needed"
283693,2819,1,"no weights needed"
283699,2819,1,"no weights needed"
283711,2819,1,"no weights needed"
283719,2819,1,"no weights needed"
283720,2819,1,"no weights needed"
283800,2819,1,"no weights needed"
283911,2819,1,"no weights needed"
283919,2819,1,"no weights needed"
283920,2819,1,"no weights needed"
283990,2819,1,"no weights needed"
284011,2819,1,"no weights needed"
284019,2819,1,"no weights needed"
284020,2819,1,"no weights needed"
284030,2819,1,"no weights needed"
284110,2819,1,"no weights needed"
284120,2816,1,"no weights needed"
284130,2819,1,"no weights needed"
284140,2819,1,"no weights needed"
284150,2819,1,"no weights needed"
284160,2819,1,"no weights needed"
284161,2819,1,"no weights needed"
284169,2819,1,"no weights needed"
284170,2819,1,"no weights needed"
284180,2819,1,"no weights needed"
284190,2819,1,"no weights needed"
284210,2819,1,"no weights needed"
284290,2819,1,"no weights needed"
284310,2819,1,"no weights needed"
284321,2819,1,"no weights needed"
284329,2819,1,"no weights needed"
284330,2819,1,"no weights needed"
284390,2819,1,"no weights needed"
284410,2819,1,"no weights needed"
284420,2819,1,"no weights needed"
284430,2819,1,"no weights needed"
284440,2819,1,"no weights needed"
284450,2819,1,"no weights needed"
284510,2819,1,"no weights needed"
284590,2819,1,"no weights needed"
284610,2819,1,"no weights needed"
284690,2819,1,"no weights needed"
284700,2819,1,"no weights needed"
284800,2819,1,"no weights needed"
284810,2819,1,"no weights needed"
284890,2819,1,"no weights needed"
284910,2819,1,"no weights needed"
284920,3291,1,"no weights needed"
284990,3291,1,"no weights needed"
285000,2819,1,"no weights needed"
285100,2819,1,"no weights needed"
290110,2869,.69215465,"trade-based"
290110,2911,.30784532,"trade-based"
290121,2911,1,"no weights needed"
290122,2911,1,"no weights needed"
290123,2869,1,"no weights needed"
290124,2869,.19388308,"trade-based"
290124,2911,.80611694,"trade-based"
290129,2911,1,"no weights needed"
290211,2865,1,"no weights needed"
290219,2865,1,"no weights needed"
290220,2911,1,"no weights needed"
290230,2865,1,"no weights needed"
290241,2865,1,"no weights needed"
290242,2865,1,"no weights needed"
290243,2865,1,"no weights needed"
290244,2865,1,"no weights needed"
290250,2865,1,"no weights needed"
290260,2865,1,"no weights needed"
290270,2865,1,"no weights needed"
290290,2865,1,"no weights needed"
290311,2869,1,"no weights needed"
290312,2869,1,"no weights needed"
290313,2869,1,"no weights needed"
290314,2869,1,"no weights needed"
290315,2869,1,"no weights needed"
290316,2869,1,"no weights needed"
290319,2869,1,"no weights needed"
290321,2869,1,"no weights needed"
290322,2869,1,"no weights needed"
290323,2869,1,"no weights needed"
290329,2869,1,"no weights needed"
290330,2869,1,"no weights needed"
290340,2869,1,"no weights needed"
290341,2869,1,"no weights needed"
290342,2869,1,"no weights needed"
290343,2869,1,"no weights needed"
290344,2869,1,"no weights needed"
290345,2869,1,"no weights needed"
290346,2869,1,"no weights needed"
290347,2869,1,"no weights needed"
290349,2869,1,"no weights needed"
290351,2869,1,"no weights needed"
290359,2869,1,"no weights needed"
290361,2869,1,"no weights needed"
290362,2869,1,"no weights needed"
290369,2869,1,"no weights needed"
290410,2869,1,"no weights needed"
290420,2869,1,"no weights needed"
